datetime,portfolio_value,cash,return
2023-09-01 09:30:00-04:00,100000.0,100000.0,
2023-09-02 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-05 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-06 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-07 09:30:00-04:00,99412.80905151367,50227.600677490234,-0.005871909484863269
2023-09-08 09:30:00-04:00,99611.5,50227.600677490234,0.001998645349447603
2023-09-09 09:30:00-04:00,99611.5,50227.600677490234,0.0
2023-09-11 09:30:00-04:00,99982.23959350586,50227.600677490234,0.0037218553430664603
2023-09-12 09:30:00-04:00,99839.0520324707,50227.600677490234,-0.0014321299624544537
2023-09-13 09:30:00-04:00,99758.02081298828,50227.600677490234,-0.0008116184782690494
2023-09-14 09:30:00-04:00,100074.37149047852,50227.600677490234,0.0031711803713836417
2023-09-15 09:30:00-04:00,99860.1423034668,50227.600677490234,-0.0021406997997693855
2023-09-16 09:30:00-04:00,99860.1423034668,50227.600677490234,0.0
2023-09-18 09:30:00-04:00,99581.86232250977,50403.31367749024,-0.0027866972201117113
2023-09-19 09:30:00-04:00,99540.79286450196,50403.31367749024,-0.0004124190595552468
2023-09-20 09:30:00-04:00,99688.42476147461,50403.31367749024,0.0014831296067092659
2023-09-21 09:30:00-04:00,98766.0150324707,50403.31367749024,-0.009252927119783094
2023-09-22 09:30:00-04:00,98405.2650324707,50403.31367749024,-0.003652572191774617
2023-09-23 09:30:00-04:00,98405.2650324707,50403.31367749024,0.0
2023-09-25 09:30:00-04:00,98041.18516796875,50403.31367749024,-0.0036998006598714106
2023-09-26 09:30:00-04:00,98032.3032709961,50403.31367749024,-9.059352921370056e-05
2023-09-27 09:30:00-04:00,97687.09303387451,97687.09303387451,-0.0035213927001929157
2023-09-28 09:30:00-04:00,97503.55470379638,48998.83345135498,-0.001878839101235985
2023-09-29 09:30:00-04:00,98209.2149821167,48998.83345135498,0.007237277455822255
2023-09-30 09:30:00-04:00,98209.2149821167,48998.83345135498,0.0
2023-10-02 09:30:00-04:00,97633.51289471435,48998.83345135498,-0.005861996631448263
2023-10-03 09:30:00-04:00,97455.67317303467,48998.83345135498,-0.001821502846788503
2023-10-04 09:30:00-04:00,97114.81428631592,48998.83345135498,-0.003497578700354831
2023-10-05 09:30:00-04:00,97375.8717814331,48998.83345135498,0.0026881325679883883
2023-10-06 09:30:00-04:00,97103.41359051513,48998.83345135498,-0.0027980051519284066
2023-10-07 09:30:00-04:00,97103.41359051513,48998.83345135498,0.0
2023-10-09 09:30:00-04:00,97742.95192059326,48998.83345135498,0.006586157030226136
2023-10-10 09:30:00-04:00,98353.99372967529,48998.83345135498,0.006251517854488853
2023-10-11 09:30:00-04:00,98661.79512127685,48998.83345135498,0.0031295261120514173
2023-10-12 09:30:00-04:00,98811.13484295654,48998.83345135498,0.0015136529950232624
2023-10-13 09:30:00-04:00,98612.77247723388,48998.83345135498,-0.00200749000644429
2023-10-14 09:30:00-04:00,98612.77247723388,48998.83345135498,0.0
2023-10-16 09:30:00-04:00,98454.31428631592,48998.83345135498,-0.0016068728921960762
2023-10-17 09:30:00-04:00,98339.17317303467,48998.83345135498,-0.0011694877376974278
2023-10-18 09:30:00-04:00,98496.49372967529,48998.83345135498,0.0015997750597700477
2023-10-19 09:30:00-04:00,98127.13484295654,48998.83345135498,-0.003749969899765726
2023-10-20 09:30:00-04:00,97560.55470379638,48998.83345135498,-0.005773939492546232
2023-10-21 09:30:00-04:00,97560.55470379638,48998.83345135498,0.0
2023-10-23 09:30:00-04:00,96834.3717814331,48998.83345135498,-0.0074434070672111385
2023-10-24 09:30:00-04:00,97180.9327555542,48998.83345135498,0.0035789045536778197
2023-10-25 09:30:00-04:00,97094.29512127685,48998.83345135498,-0.0008915085688184776
2023-10-26 09:30:00-04:00,96474.13484295654,48998.83345135498,-0.006387195844469451
2023-10-27 09:30:00-04:00,96216.49372967529,48998.83345135498,-0.0026705718968161873
2023-10-28 09:30:00-04:00,96216.49372967529,48998.83345135498,0.0
2023-10-30 09:30:00-04:00,96144.67317303467,48998.83345135498,-0.0007464474525792353
2023-10-31 09:30:00-04:00,96443.35261639404,48998.83345135498,0.003106562573901961
2023-11-01 09:30:00-04:00,96787.63484295654,48998.83345135498,0.003569787001618474
2023-11-02 09:30:00-04:00,97628.95192059326,48998.83345135498,0.008692402485108719
2023-11-03 09:30:00-04:00,98376.79512127685,48998.83345135498,0.007660055608216032
2023-11-04 09:30:00-04:00,98376.79512127685,48998.83345135498,0.0
2023-11-06 09:30:00-05:00,98642.41359051513,48998.83345135498,0.002700011409304759
2023-11-07 09:30:00-05:00,98667.49372967529,48998.83345135498,0.000254253097093482
2023-11-08 09:30:00-05:00,98879.53205975342,48998.83345135498,0.0021490191152422344
2023-11-09 09:30:00-05:00,98979.85261639404,48998.83345135498,0.0010145735376254628
2023-11-10 09:30:00-05:00,98700.55470379638,48998.83345135498,-0.002821765290761724
2023-11-11 09:30:00-05:00,98700.55470379638,48998.83345135498,0.0
2023-11-13 09:30:00-05:00,99071.05470379638,48998.83345135498,0.0037537782954906174
2023-11-14 09:30:00-05:00,99879.31428631592,48998.83345135498,0.008158382737885272
2023-11-15 09:30:00-05:00,100311.3717814331,48998.83345135498,0.004325795568426161
2023-11-16 09:30:00-05:00,100209.91359051513,48998.83345135498,-0.0010114325934953428
2023-11-17 09:30:00-05:00,100326.19233807373,48998.83345135498,0.0011603517395868401
2023-11-18 09:30:00-05:00,100326.19233807373,48998.83345135498,0.0
2023-11-20 09:30:00-05:00,100359.25331219482,48998.83345135498,0.00032953482386410826
2023-11-21 09:30:00-05:00,100661.35261639404,48998.83345135498,0.0030101788746819125
2023-11-22 09:30:00-05:00,100866.55470379638,48998.83345135498,0.0020385389433852374
2023-11-23 09:30:00-05:00,100866.55470379638,48998.83345135498,0.0
2023-11-24 09:30:00-05:00,100876.81428631592,48998.83345135498,0.0001017144141550741
2023-11-25 09:30:00-05:00,100876.81428631592,48998.83345135498,0.0
2023-11-27 09:30:00-05:00,100828.9327555542,48998.83345135498,-0.0004746534781105982
2023-11-28 09:30:00-05:00,100763.95192059326,48998.83345135498,-0.0006444661585228717
2023-11-29 09:30:00-05:00,101113.9327555542,48998.83345135498,0.0034732742046157394
2023-11-30 09:30:00-05:00,100923.55470379638,48998.83345135498,-0.0018828073102254983
2023-12-01 09:30:00-05:00,100956.61219891357,48998.83345135498,0.0003275498491328577
2023-12-02 09:30:00-05:00,100956.61219891357,48998.83345135498,0.0
2023-12-04 09:30:00-05:00,100937.23414715576,48998.83345135498,-0.00019194435446812097
2023-12-05 09:30:00-05:00,100898.47456463623,48998.83345135498,-0.00038399687535550786
2023-12-06 09:30:00-05:00,101303.17317303467,48998.83345135498,0.004010948729846087
2023-12-07 09:30:00-05:00,101086.57386883545,48998.83345135498,-0.0021381295117898214
2023-12-08 09:30:00-05:00,101149.27247723388,48998.83345135498,0.0006202466460065725
2023-12-09 09:30:00-05:00,101149.27247723388,48998.83345135498,0.0
2023-12-11 09:30:00-05:00,101403.49372967529,48998.83345135498,0.0025133275427029478
2023-12-12 09:30:00-05:00,101624.6540079956,48998.83345135498,0.0021809926875882013
2023-12-13 09:30:00-05:00,101950.69233807373,48998.83345135498,0.0032082601732890126
2023-12-14 09:30:00-05:00,102863.83345135498,48998.83345135498,0.008956693597069743
2023-12-15 09:30:00-05:00,102520.69233807373,48998.83345135498,-0.0033358771666187614
2023-12-16 09:30:00-05:00,102520.69233807373,48998.83345135498,0.0
2023-12-18 09:30:00-05:00,102907.83870379638,49216.11745135498,0.00377627537322911
2023-12-19 09:30:00-05:00,103084.53731219482,49216.11745135498,0.0017170568406070785
2023-12-20 09:30:00-05:00,103247.55647723388,49216.11745135498,0.0015814123950068648
2023-12-21 09:30:00-05:00,102947.73592059326,49216.11745135498,-0.0029038997809767153
2023-12-22 09:30:00-05:00,103236.1557814331,49216.11745135498,0.0028016144139615395
2023-12-23 09:30:00-05:00,103236.1557814331,49216.11745135498,0.0
2023-12-26 09:30:00-05:00,103260.09828631592,49216.11745135498,0.00023191976397796132
2023-12-27 09:30:00-05:00,103416.27772967529,49216.11745135498,0.0015124859064759022
2023-12-28 09:30:00-05:00,103580.4380079956,49216.11745135498,0.0015873736893665669
2023-12-29 09:30:00-05:00,103535.97633807373,49216.11745135498,-0.0004292477496421476
2023-12-30 09:30:00-05:00,103535.97633807373,49216.11745135498,0.0
