datetime,portfolio_value,cash,return
2023-06-01 09:30:00-04:00,100000.0,100000.0,
2023-06-02 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-03 09:30:00-04:00,100000.0,50333.5,0.0
2023-06-05 09:30:00-04:00,100442.25985717773,50333.5,0.004422598571777403
2023-06-06 09:30:00-04:00,100253.89157104492,50333.5,-0.001875388769634001
2023-06-07 09:30:00-04:00,100563.6396484375,25586.639221191406,0.0030896364474097826
2023-06-08 09:30:00-04:00,100245.13836669922,25586.639221191406,-0.0031671614397782433
2023-06-09 09:30:00-04:00,100829.63772583008,25586.639221191406,0.0058307003078068576
2023-06-10 09:30:00-04:00,100829.63772583008,25586.639221191406,0.0
2023-06-12 09:30:00-04:00,100997.64157104492,25586.639221191406,0.001666214904705532
2023-06-13 09:30:00-04:00,101767.64050292969,25586.639221191406,0.007623929825560483
2023-06-14 09:30:00-04:00,102063.39093017578,25586.639221191406,0.002906134266103866
2023-06-15 09:30:00-04:00,101944.38687133789,25586.639221191406,-0.0011659818251512633
2023-06-16 09:30:00-04:00,103115.13729858398,25586.639221191406,0.011484206861959612
2023-06-17 09:30:00-04:00,103115.13729858398,25586.639221191406,0.0
2023-06-20 09:30:00-04:00,102427.04135742187,25873.289221191408,-0.00667308369254882
2023-06-21 09:30:00-04:00,102201.28986206054,25873.289221191408,-0.00220402241800155
2023-06-22 09:30:00-04:00,101814.54135742187,25873.289221191408,-0.00378418418359161
2023-06-23 09:30:00-04:00,101636.03793945312,25873.289221191408,-0.0017532212549297155
2023-06-24 09:30:00-04:00,101636.03793945312,25873.289221191408,0.0
2023-06-26 09:30:00-04:00,101581.78836669921,25873.289221191408,-0.0005337631597389647
2023-06-27 09:30:00-04:00,101534.54028930663,25873.289221191408,-0.00046512350444172235
2023-06-28 09:30:00-04:00,102007.03708496093,25873.289221191408,0.0046535572457213625
2023-06-29 09:30:00-04:00,102192.67783203124,13256.839575195314,0.0018198817687027358
2023-06-30 09:30:00-04:00,103310.60007324218,13256.839575195314,0.010939357544269557
2023-07-01 09:30:00-04:00,103310.60007324218,13256.839575195314,0.0
2023-07-03 09:30:00-04:00,103612.52231445312,13256.839575195314,0.0029224710823176903
2023-07-04 09:30:00-04:00,103612.52231445312,7055.959387207033,0.0
2023-07-05 09:30:00-04:00,103392.34018554687,7055.959387207033,-0.0021250532656469368
2023-07-06 09:30:00-04:00,102849.52231445312,7055.959387207033,-0.005250078198439256
2023-07-07 09:30:00-04:00,102677.30045166015,7055.959387207033,-0.001674503283218165
2023-07-08 09:30:00-04:00,102677.30045166015,7055.959387207033,0.0
2023-07-10 09:30:00-04:00,102579.19779052734,7055.959387207033,-0.0009554464394883055
2023-07-11 09:30:00-04:00,103074.06204833984,7055.959387207033,0.004824216492929079
2023-07-12 09:30:00-04:00,104368.9825805664,7055.959387207033,0.012563010581840395
2023-07-13 09:30:00-04:00,104532.06033935546,56158.86099853516,0.0015625117228978969
2023-07-14 09:30:00-04:00,104667.06536560059,82143.06481628418,0.0012915178922796589
2023-07-15 09:30:00-04:00,104667.06536560059,82143.06481628418,0.0
2023-07-17 09:30:00-04:00,104599.56506042481,82143.06481628418,-0.0006449049177026378
2023-07-18 09:30:00-04:00,104792.73437194825,41272.234371948245,0.0018467506190091854
2023-07-19 09:30:00-04:00,105428.64574890137,41272.234371948245,0.006068277354955187
2023-07-20 09:30:00-04:00,105310.20626525879,41272.234371948245,-0.0011234089445164575
2023-07-21 09:30:00-04:00,105280.59316711426,41272.234371948245,-0.00028119874791565636
2023-07-22 09:30:00-04:00,105280.59316711426,61700.43398742676,0.0
2023-07-24 09:30:00-04:00,105223.95351867676,61700.43398742676,-0.0005379875505412413
2023-07-25 09:30:00-04:00,105276.75527648926,61700.43398742676,0.0005018035917376817
2023-07-26 09:30:00-04:00,105329.55410461426,61700.43398742676,0.0005015240827506151
2023-07-27 09:30:00-04:00,105702.04537963867,74947.70611572266,0.0035364364559489214
2023-07-28 09:30:00-04:00,105491.6664428711,74947.70611572266,-0.0019903014744131475
2023-07-29 09:30:00-04:00,105491.6664428711,37565.54571533203,0.0
2023-07-31 09:30:00-04:00,105719.63626098633,37565.54571533203,0.002161022057971751
2023-08-01 09:30:00-04:00,105503.0334777832,18811.735565185547,-0.0020488415479259503
2023-08-02 09:30:00-04:00,104929.23556518555,18811.735565185547,-0.005438686393017145
2023-08-03 09:30:00-04:00,103939.3371887207,18811.735565185547,-0.009433961575464722
2023-08-04 09:30:00-04:00,104448.53579711914,18811.735565185547,0.004898998032611068
2023-08-05 09:30:00-04:00,104448.53579711914,18811.735565185547,0.0
2023-08-07 09:30:00-04:00,104066.63394165039,18811.735565185547,-0.003656363897819981
