time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-05 09:30:00-05:00,AlgorithmicTrader,b2fa9cfd50b54f54bda8e6f6889c6dfe,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-05 09:30:00-05:00,AlgorithmicTrader,b2fa9cfd50b54f54bda8e6f6889c6dfe,SPY,sell,market,fill,1,gtc,0.0,1,stock,381.7200012207031,130,0.0
2023-01-09 09:30:00-05:00,AlgorithmicTrader,5f97d9bda0b2486196a0a06cee8881e7,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-09 09:30:00-05:00,AlgorithmicTrader,5f97d9bda0b2486196a0a06cee8881e7,SPY,sell,market,fill,1,gtc,0.0,1,stock,390.3699951171875,191,0.0
2023-01-10 09:30:00-05:00,AlgorithmicTrader,11c3e075445b4ed7b4f00e958767cfca,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-01-10 09:30:00-05:00,AlgorithmicTrader,df6af38c6b83460bbc8bfb452687cd22,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-01-10 09:30:00-05:00,AlgorithmicTrader,7b86a6c489154c5a81e96735e28cb8f3,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-01-10 09:30:00-05:00,AlgorithmicTrader,e618afdab5d6472b909588cc092d350c,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-01-10 09:30:00-05:00,AlgorithmicTrader,2f6fcb0d65c4454ca11e8f2297560c3f,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-01-10 09:30:00-05:00,AlgorithmicTrader,c73a30781ed04b8a84833a4f77e655a1,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-10 09:30:00-05:00,AlgorithmicTrader,2f6fcb0d65c4454ca11e8f2297560c3f,SPY,buy,market,fill,1,day,0.0,1,stock,387.25,321.0,0.0
2023-01-10 09:30:00-05:00,AlgorithmicTrader,c73a30781ed04b8a84833a4f77e655a1,SPY,buy,market,fill,1,gtc,0.0,1,stock,387.25,289,0.0
2023-01-27 09:30:00-05:00,AlgorithmicTrader,b60beafb5512469682459e60750ed6cd,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-01-27 09:30:00-05:00,AlgorithmicTrader,038c0ff3e662402ab977335e6e60a7cc,SPY,sell,limit,fill,1,day,0.0,1,stock,406.6125,289,0.0
2023-01-30 09:30:00-05:00,AlgorithmicTrader,a25ee5c2413c48a9a0f471568afe22c0,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-30 09:30:00-05:00,AlgorithmicTrader,a25ee5c2413c48a9a0f471568afe22c0,SPY,buy,market,fill,1,gtc,0.0,1,stock,402.79998779296875,130,0.0
2023-01-31 09:30:00-05:00,AlgorithmicTrader,ea9c274c01c24294a2fa0525312d0620,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-31 09:30:00-05:00,AlgorithmicTrader,ea9c274c01c24294a2fa0525312d0620,SPY,buy,market,fill,1,gtc,0.0,1,stock,401.1300048828125,66,0.0
2023-02-02 09:30:00-05:00,AlgorithmicTrader,f8eccc484eac4321a550500433b29849,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-02-02 09:30:00-05:00,AlgorithmicTrader,d0271c0f7bb84ba1a7df2cd9bade7e6f,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-02-02 09:30:00-05:00,AlgorithmicTrader,1997041013ed47329e028b40afec1e09,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-02-02 09:30:00-05:00,AlgorithmicTrader,9b1033bfc7934bf8bd34eb3710420236,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-02-02 09:30:00-05:00,AlgorithmicTrader,3dbf717b8d2643df9de3aa1e88cfd7a1,SPY,sell,market,new,1,day,0.0,1,stock,,,
2023-02-02 09:30:00-05:00,AlgorithmicTrader,dc90107c686d4e3a9a3ec39962a5927a,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-02 09:30:00-05:00,AlgorithmicTrader,3dbf717b8d2643df9de3aa1e88cfd7a1,SPY,sell,market,fill,1,day,0.0,1,stock,414.8599853515625,196.0,0.0
2023-02-02 09:30:00-05:00,AlgorithmicTrader,dc90107c686d4e3a9a3ec39962a5927a,SPY,sell,market,fill,1,gtc,0.0,1,stock,414.8599853515625,32,0.0
2023-02-03 09:30:00-05:00,AlgorithmicTrader,df3e838609ac44ada1fa2ef97b56d0d3,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-02-03 09:30:00-05:00,AlgorithmicTrader,e963441ae13a4e098af4e7c0e48e3099,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-03 09:30:00-05:00,AlgorithmicTrader,7f4bf71306924fe9b84bd207a6f849a4,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-02-03 09:30:00-05:00,AlgorithmicTrader,4a1c4c6c07a5453e977b31d3508a811f,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-03 09:30:00-05:00,AlgorithmicTrader,7f4bf71306924fe9b84bd207a6f849a4,SPY,buy,market,fill,1,day,0.0,1,stock,411.5899963378906,32.0,0.0
2023-02-03 09:30:00-05:00,AlgorithmicTrader,4a1c4c6c07a5453e977b31d3508a811f,SPY,buy,market,fill,1,gtc,0.0,1,stock,411.5899963378906,147,0.0
2023-02-06 09:30:00-05:00,AlgorithmicTrader,51aac0c0ad3d4af09df3a4211522286f,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-06 09:30:00-05:00,AlgorithmicTrader,51aac0c0ad3d4af09df3a4211522286f,SPY,buy,market,fill,1,gtc,0.0,1,stock,409.7900085449219,58,0.0
2023-02-10 09:30:00-05:00,AlgorithmicTrader,662ed2db651148a58280847d7f87f674,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-10 09:30:00-05:00,AlgorithmicTrader,662ed2db651148a58280847d7f87f674,SPY,buy,market,fill,1,gtc,0.0,1,stock,405.8599853515625,29,0.0
2023-02-13 09:30:00-05:00,AlgorithmicTrader,06795a93ee704f71b6dc4b89cd900a90,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-02-13 09:30:00-05:00,AlgorithmicTrader,c4f8343f6f1b4d699734c5561c66fa22,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
