datetime,portfolio_value,cash,return
2023-06-01 09:30:00-04:00,100000.0,100000.0,
2023-06-01 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-02 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-02 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-05 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-05 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-06 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-06 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-07 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-07 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-08 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-08 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-09 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-09 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-12 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-12 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-13 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-13 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-14 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-14 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-15 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-15 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-16 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-16 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-20 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-20 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-21 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-21 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-22 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-22 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-23 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-23 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-26 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-26 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-27 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-27 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-28 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-28 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-29 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-29 21:30:00-04:00,100000.0,100000.0,0.0
2023-06-30 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-30 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-03 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-03 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-05 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-05 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-06 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-06 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-07 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-07 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-10 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-10 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-11 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-11 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-12 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-12 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-13 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-13 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-14 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-14 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-17 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-17 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-18 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-18 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-19 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-19 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-20 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-20 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-21 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-21 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-24 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-24 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-25 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-25 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-26 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-26 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-27 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-27 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-28 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-28 21:30:00-04:00,100000.0,100000.0,0.0
2023-07-31 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-31 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-01 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-01 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-02 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-02 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-03 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-03 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-04 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-04 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-07 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-07 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-08 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-08 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-09 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-09 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-10 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-10 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-11 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-11 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-14 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-14 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-15 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-15 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-16 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-16 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-17 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-17 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-18 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-18 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-21 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-21 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-22 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-22 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-23 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-23 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-24 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-24 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-25 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-25 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-28 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-28 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-29 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-29 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-30 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-30 21:30:00-04:00,100000.0,100000.0,0.0
2023-08-31 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-31 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-01 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-01 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-05 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-05 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-06 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-06 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-07 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-07 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-08 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-08 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-11 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-11 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-12 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-12 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-13 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-13 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-14 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-14 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-15 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-15 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-18 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-18 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-19 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-19 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-20 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-20 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-21 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-21 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-22 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-22 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-25 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-25 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-26 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-26 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-27 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-27 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-28 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-28 21:30:00-04:00,100000.0,100000.0,0.0
2023-09-29 09:30:00-04:00,100000.0,100000.0,0.0
2023-09-29 21:30:00-04:00,100000.0,100000.0,0.0
2023-10-02 09:30:00-04:00,100000.0,100000.0,0.0
2023-10-02 21:30:00-04:00,100000.0,100000.0,0.0
2023-10-03 09:30:00-04:00,100000.0,100000.0,0.0
2023-10-03 21:30:00-04:00,100000.0,100000.0,0.0
2023-10-04 09:30:00-04:00,100000.0,100000.0,0.0
2023-10-04 21:30:00-04:00,100000.0,100000.0,0.0
2023-10-05 09:30:00-04:00,100000.0,100000.0,0.0
2023-10-05 21:30:00-04:00,100000.0,100000.0,0.0
2023-10-06 09:30:00-04:00,100000.0,100000.0,0.0
2023-10-06 21:30:00-04:00,100000.0,100000.0,0.0
2023-10-09 09:30:00-04:00,100000.0,100000.0,0.0
2023-10-09 21:30:00-04:00,100000.0,100000.0,0.0
2023-10-10 09:30:00-04:00,100000.0,100000.0,0.0
2023-10-10 21:30:00-04:00,100000.0,100000.0,0.0
2023-10-11 09:30:00-04:00,100000.0,100000.0,0.0
2023-10-11 21:30:00-04:00,100000.0,100000.0,0.0
