time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-26 09:30:00-05:00,AlgorithmicTrader,3a2aff59695d4c84baf6a6ec2dbb359e,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-26 09:30:00-05:00,AlgorithmicTrader,3a2aff59695d4c84baf6a6ec2dbb359e,SPY,sell,market,fill,1,gtc,0.0,1,stock,403.1300048828125,25.0,0.0
2023-02-02 09:30:00-05:00,AlgorithmicTrader,3ce23391d9c64c3eac061bed12bd0b76,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-02 09:30:00-05:00,AlgorithmicTrader,e59c3cf2f2f144f89b767bc876ca050f,SPY,buy,stop,fill,1,day,0.0,1,stock,415.2239050292969,25.0,0.0
2023-02-08 09:30:00-05:00,AlgorithmicTrader,e79220bd68a844469af192dbe838b6ea,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-08 09:30:00-05:00,AlgorithmicTrader,e79220bd68a844469af192dbe838b6ea,SPY,buy,market,fill,1,gtc,0.0,1,stock,413.1300048828125,24.0,0.0
2023-02-10 09:30:00-05:00,AlgorithmicTrader,e27af09227004ff09ba4199b590aaa09,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-10 09:30:00-05:00,AlgorithmicTrader,e27af09227004ff09ba4199b590aaa09,SPY,buy,market,fill,1,gtc,0.0,1,stock,405.8599853515625,22.0,0.0
2023-02-21 08:30:00-05:00,AlgorithmicTrader,3a86b414043c460aacbeceff99cf90fe,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-02-21 08:30:00-05:00,AlgorithmicTrader,1af948b781394db5bf7256e62a748a81,SPY,sell,stop,fill,1,day,0.0,1,stock,400.7361047363281,24.0,0.0
2023-02-24 09:30:00-05:00,AlgorithmicTrader,1dc93f92eed4434a81c292b5241d2c57,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-02-24 09:30:00-05:00,AlgorithmicTrader,31522f3029a04cdeb7b9b9ace0791c5a,SPY,sell,stop,fill,1,day,0.0,1,stock,393.68418579101564,22.0,0.0
2023-03-10 09:30:00-05:00,AlgorithmicTrader,f93baf86add543a39df716d5f511203c,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
