time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-07-28 09:30:00-04:00,AlgorithmicTrader,df6e494c443b4447888ae0fb38ab9fc0,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-28 09:30:00-04:00,AlgorithmicTrader,df6e494c443b4447888ae0fb38ab9fc0,SPY,buy,market,fill,1,gtc,0.0,1,stock,455.8800048828125,109,0.0
2023-08-07 09:30:00-04:00,AlgorithmicTrader,c1102df85b3b4daaa03a9e3a5aaa50be,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-07 09:30:00-04:00,AlgorithmicTrader,c1102df85b3b4daaa03a9e3a5aaa50be,SPY,buy,market,fill,1,gtc,0.0,1,stock,448.7099914550781,56,0.0
2023-08-14 09:30:00-04:00,AlgorithmicTrader,a2e7edc32ca44e2185dfed3d03242cf7,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-08-14 09:30:00-04:00,AlgorithmicTrader,2f5ce7b9d47e4e33b0cde708d02760b0,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-08-14 09:30:00-04:00,AlgorithmicTrader,0c2e56e546f44514a8342be4bd865fba,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-08-14 09:30:00-04:00,AlgorithmicTrader,13e019b87fe74fed961794b90f6e926f,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-08-14 09:30:00-04:00,AlgorithmicTrader,134ca35c941d4a8fb52097a5867cc8ec,SPY,sell,market,new,1,day,0.0,1,stock,,,
2023-08-14 09:30:00-04:00,AlgorithmicTrader,b75ead4e88cd40018b10f448e52a788b,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-14 09:30:00-04:00,AlgorithmicTrader,134ca35c941d4a8fb52097a5867cc8ec,SPY,sell,market,fill,1,day,0.0,1,stock,444.70001220703125,165.0,0.0
2023-08-14 09:30:00-04:00,AlgorithmicTrader,b75ead4e88cd40018b10f448e52a788b,SPY,sell,market,fill,1,gtc,0.0,1,stock,444.70001220703125,28,0.0
2023-09-27 08:30:00-04:00,AlgorithmicTrader,c505d61137ca4113b0e049019bb37460,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-09-27 08:30:00-04:00,AlgorithmicTrader,bccaf389bcdc4c768de17c3d9fe3c749,SPY,buy,limit,fill,1,day,0.0,1,stock,422.4650115966797,28,0.0
2023-09-27 09:30:00-04:00,AlgorithmicTrader,b9332c647d4a4f0ea716e0cacfd2fafb,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-09-27 09:30:00-04:00,AlgorithmicTrader,b9332c647d4a4f0ea716e0cacfd2fafb,SPY,sell,market,fill,1,gtc,0.0,1,stock,427.0899963378906,116,0.0
2023-11-10 08:30:00-05:00,AlgorithmicTrader,19f18a0463c7403cb9fc670f5e4258d5,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-10 08:30:00-05:00,AlgorithmicTrader,bda938402876474ebf5a8e05ebf37d5d,SPY,buy,stop,fill,1,day,0.0,1,stock,439.90269622802737,116,0.0
2023-11-14 09:30:00-05:00,AlgorithmicTrader,169c91eb7d694203ad295ddfd67c863e,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-14 09:30:00-05:00,AlgorithmicTrader,169c91eb7d694203ad295ddfd67c863e,SPY,sell,market,fill,1,gtc,0.0,1,stock,446.32000732421875,109,0.0
2023-12-08 08:30:00-05:00,AlgorithmicTrader,1468d278560b4c91a427a3170a8aa3b8,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-12-08 08:30:00-05:00,AlgorithmicTrader,cf505c705a03496381a1ddceb236cd4b,SPY,buy,stop,fill,1,day,0.0,1,stock,459.7096075439453,109,0.0
