time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-06-02 09:30:00-04:00,AlgorithmicTrader,5a864239c8544c1fb7e7b65f8e4d7c3f,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-02 09:30:00-04:00,AlgorithmicTrader,5a864239c8544c1fb7e7b65f8e4d7c3f,SPY,buy,market,fill,1,gtc,0.0,1,stock,424.5,117,0.0
2023-06-06 09:30:00-04:00,AlgorithmicTrader,289631cb698c47d58e9d4727fcfcbb17,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,AlgorithmicTrader,289631cb698c47d58e9d4727fcfcbb17,SPY,buy,market,fill,1,gtc,0.0,1,stock,426.6700134277344,58,0.0
2023-06-28 09:30:00-04:00,AlgorithmicTrader,b9ee2b7486ac46ddacd06f9b0650885b,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-28 09:30:00-04:00,AlgorithmicTrader,b9ee2b7486ac46ddacd06f9b0650885b,SPY,buy,market,fill,1,gtc,0.0,1,stock,435.04998779296875,29,0.0
2023-07-03 09:30:00-04:00,AlgorithmicTrader,5047577f9b9c4a1dae0ed650a42ab9ba,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-03 09:30:00-04:00,AlgorithmicTrader,5047577f9b9c4a1dae0ed650a42ab9ba,SPY,buy,market,fill,1,gtc,0.0,1,stock,442.9200134277344,14,0.0
2023-07-12 09:30:00-04:00,AlgorithmicTrader,7d7aae1f68e24b0d9455723569b8e6b0,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-12 09:30:00-04:00,AlgorithmicTrader,6f06130ce8e9408ab370e02470a366b1,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-07-12 09:30:00-04:00,AlgorithmicTrader,509f58c679fb43e39476fbd7de6ab2b6,SPY,sell,limit,fill,1,day,0.0,1,stock,446.3900146484375,117,0.0
2023-07-12 09:30:00-04:00,AlgorithmicTrader,7d7aae1f68e24b0d9455723569b8e6b0,SPY,buy,market,fill,1,gtc,0.0,1,stock,446.3900146484375,7,0.0
2023-07-13 09:30:00-04:00,AlgorithmicTrader,275a47153b2e4c63ae68c94436cd8372,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-07-13 09:30:00-04:00,AlgorithmicTrader,f8cfaac291ca4ff3a387c5dbb3634bbd,SPY,sell,limit,fill,1,day,0.0,1,stock,448.0035140991211,58,0.0
2023-07-17 09:30:00-04:00,AlgorithmicTrader,6920e0d9fddf454cb50b36a286731bf0,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-17 09:30:00-04:00,AlgorithmicTrader,6920e0d9fddf454cb50b36a286731bf0,SPY,buy,market,fill,1,gtc,0.0,1,stock,449.1300048828125,91,0.0
2023-07-21 09:30:00-04:00,AlgorithmicTrader,1479d0790b934b478af0ae11769e6e17,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-07-21 09:30:00-04:00,AlgorithmicTrader,1479d0790b934b478af0ae11769e6e17,SPY,sell,market,fill,1,gtc,0.0,1,stock,453.9599914550781,45,0.0
2023-07-26 09:30:00-04:00,AlgorithmicTrader,ffb5722a0e1042788e91a48515e409e6,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-07-26 09:30:00-04:00,AlgorithmicTrader,64d838a15b124187a1329c723e665f44,SPY,sell,limit,fill,1,day,0.0,1,stock,456.8024871826172,29,0.0
2023-07-28 09:30:00-04:00,AlgorithmicTrader,01e116ed136b427bacb223427809046d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
